rocket_explode,asphalt,fx\weapon\explosions\rocket_asphalt.efx

molotov_explode_normal,default,fx\weapon\explosions\grenade_generic.efx
molotov_explode_normal,bark,fx\weapon\explosions\grenade_wood.efx
molotov_explode_normal,brick,fx\weapon\explosions\grenade_brick.efx
molotov_explode_normal,bark,fx\weapon\explosions\grenade_wood.efx
molotov_explode_normal,brick,fx\weapon\explosions\grenade_brick.efx
molotov_explode_normal,carpet,fx\weapon\explosions\grenade_cloth.efx
molotov_explode_normal,cloth,fx\weapon\explosions\grenade_cloth.efx
molotov_explode_normal,concrete,fx\weapon\explosions\grenade_concrete.efx
molotov_explode_normal,dirt,fx\weapon\explosions\grenade_dirt.efx
molotov_explode_normal,flesh,fx\weapon\explosions\grenade_flesh.efx
molotov_explode_normal,foliage,fx\weapon\explosions\grenade_grass.efx
molotov_explode_normal,glass,fx\weapon\explosions\grenade_glass.efx
molotov_explode_normal,grass,fx\weapon\explosions\grenade_grass.efx
molotov_explode_normal,gravel,fx\weapon\explosions\grenade_gravel.efx
molotov_explode_normal,ice,fx\weapon\explosions\grenade_ice.efx
molotov_explode_normal,metal,fx\weapon\explosions\grenade_metal.efx
molotov_explode_normal,mud,fx\weapon\explosions\grenade_mud.efx
molotov_explode_normal,paper,fx\weapon\explosions\grenade_cloth.efx
molotov_explode_normal,plaster,fx\weapon\explosions\grenade_cloth.efx
molotov_explode_normal,rock,fx\weapon\explosions\grenade_gravel.efx
molotov_explode_normal,sand,fx\weapon\explosions\grenade_sand.efx
molotov_explode_normal,snow,fx\weapon\explosions\grenade_snow.efx
molotov_explode_normal,water,fx\weapon\explosions\grenade_water.efx
molotov_explode_normal,wood,fx\weapon\explosions\grenade_wood.efx
molotov_explode_normal,asphalt,fx\weapon\explosions\grenade_asphalt.efx

molotov_explode_reflect,default
molotov_explode_reflect,bark
molotov_explode_reflect,brick
molotov_explode_reflect,bark
molotov_explode_reflect,brick
molotov_explode_reflect,carpet
molotov_explode_reflect,cloth
molotov_explode_reflect,concrete
molotov_explode_reflect,dirt
molotov_explode_reflect,flesh
molotov_explode_reflect,foliage
molotov_explode_reflect,glass
molotov_explode_reflect,grass
molotov_explode_reflect,gravel
molotov_explode_reflect,ice
molotov_explode_reflect,metal
molotov_explode_reflect,mud
molotov_explode_reflect,paper
molotov_explode_reflect,plaster
molotov_explode_reflect,rock
molotov_explode_reflect,sand
molotov_explode_reflect,snow
molotov_explode_reflect,water
molotov_explode_reflect,wood
molotov_explode_reflect,asphalt
