"# If the text in the first column of a row starts with a # character, the row is ignored",,
,,"If the first column for a row is blank, then the row is ignored"
# The first non-comment line of a sound alias file specifies the key name for all values appearing in this column.,,
"# This means it is safe to swap entire columns around, though you should never swap partial columns.",,
"# You can invent new keys, but the game will ignore them if it doesn't know about them.",,
"# You can leave out keys, but the ""name"" and ""file"" keys must always be present.",,

,name,name of the alias that is used to play this sound (required)
,sequence,"used to uniquely identify alias entries when more than one sound goes to an alias, used only to catch unwanted duplicates (default = 0)"
,file,the name of the file that contains the sound data (required)
,vol_min,"0 is silent, 1 is full volume (default = 1)"
,vol_max,"0 is silent, 1 is full volume (default = same as vol_min)"
,pitch_min,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = 1)"
,pitch_max,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = same as pitch_min)"
,dist_min,"within this distance in inches, the sound is always full volume (default = 120)"
,dist_max,"outside this distance in inches, the sound is not started.  If left blank or set to 0, the sound will play from any distance.  This does not affect sound volume falloff."
,channel,"auto, menu, weapon, voice, item, body, local, music, announcer (default = auto)",,,,,,,,,,,,,
gs_bunker_ev07_03,,voiceovers/trenches/gs_bunker_ev07_03.mp3,1.6,,,,300,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_GS_BUNKER_EV07_03

#Vassili,,,,,,,,,,,,,,,
vass_ev03_01,,voiceovers/trenches/vass_ev03_01.mp3,1.25,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_EV03_01
#vass_ev04_01,,voiceovers/trenches/vass_ev04_01.mp3,1.25,,,,150,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_EV04_01
vass_ev06_01,,voiceovers/trenches/vass_ev06_01.mp3,1.25,,,,150,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_EV06_01
vass_ev09_01,,voiceovers/trenches/vass_ev09_01.mp3,1.25,,,,80,4000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_EV09_01
vass_ev10_01,,voiceovers/trenches/vass_ev10_01.mp3,1.25,,,,80,4000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_EV10_01
vass_ev11_01,,voiceovers/trenches/vass_ev11_01.mp3,1.4,,,,80,4000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_EV11_01
vass_defeat,,voiceovers/trenches/vass_defeat.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_DEFEAT
vass_fire,,voiceovers/trenches/vass_fire.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_FIRE
vass_goodwork,,voiceovers/trenches/vass_goodwork.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_GOODWORK
vass_lastman,,voiceovers/trenches/vass_lastman.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_LASTMAN
vass_mill,,voiceovers/trenches/vass_mill.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_MILL
vass_offtruck,,voiceovers/trenches/vass_offtruck.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_OFFTRUCK
vass_over_hill,,voiceovers/trenches/vass_over_hill.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_OVER_HILL
vass_overrun,,voiceovers/trenches/vass_overrun.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_OVERRUN
vass_pinned,,voiceovers/trenches/vass_pinned.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_PINNED
#vass_tillwe_getthere,,voiceovers/trenches/vass_tillwe_getthere.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_VASS_TILLWE_GETTHERE


#Boris,,,,,,,,,,,,,,,
#boris_ev03_01,,voiceovers/trenches/boris_ev03_01.mp3,1.5,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_BORIS_EV03_01
#boris_ev05_01,,voiceovers/trenches/boris_ev05_01.mp3,1.5,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_BORIS_EV05_01
#boris_ev08_01,,voiceovers/trenches/boris_ev08_01.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_BORIS_EV08_01
boris_ev09_01,,voiceovers/trenches/boris_ev09_01.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_BORIS_EV09_01
#boris_ev17_01,,voiceovers/trenches/boris_ev17_01.mp3,1.25,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_BORIS_EV17_01
#boris_howfar,,voiceovers/trenches/boris_howfar.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_BORIS_HOWFAR

#Commissars,,,,,,,,,,,,,,,
comm_ev01_01,,voiceovers/trenches/comm_ev01_01.mp3,1.6,,,,500,5000,voice,streamed,,,master,trenches,GMI_SUBTITLES_TRENCHES_COMM_EV01_01
#comm_ev01_02,,voiceovers/trenches/comm_ev01_02.mp3,1.6,,,,500,5000,voice,streamed,,,master,trenches,GMI_SUBTITLES_TRENCHES_COMM_EV01_02
comm_ev06_01,,voiceovers/trenches/comm_ev06_01.mp3,1.6,,,,80,5000,voice,streamed,,,master,trenches,GMI_SUBTITLES_TRENCHES_COMM_EV06_01
comm_ev06_02,,voiceovers/trenches/comm_ev06_02.mp3,1.6,,,,80,5000,voice,streamed,,,master,trenches,GMI_SUBTITLES_TRENCHES_COMM_EV06_02
comm_ev06_03,,voiceovers/trenches/comm_ev06_03.mp3,1.6,,,,80,5000,voice,streamed,,,master,trenches,GMI_SUBTITLES_TRENCHES_COMM_EV06_03
comm_ev06_04,,voiceovers/trenches/comm_ev06_04.mp3,1.6,,,,80,5000,voice,streamed,,,master,trenches,GMI_SUBTITLES_TRENCHES_COMM_EV06_04
comm_ev07_01,,voiceovers/trenches/comm_ev07_01.mp3,1.6,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_COMM_EV07_01
comm_ev07_02,,voiceovers/trenches/comm_ev07_02.mp3,1.6,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_COMM_EV07_02
comm_ev07_03,,voiceovers/trenches/comm_ev07_03.mp3,1.6,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_COMM_EV07_03
comm_ev11_01,,voiceovers/trenches/comm_ev11_01.mp3,1.6,,,,80,4000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_COMM_EV11_01
comm_ev17_01,,voiceovers/trenches/comm_ev17_01.mp3,1.3,,,,80,1500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_COMM_EV17_01
comm_ev19_01,,voiceovers/trenches/comm_ev19_01.mp3,1.6,,,,80,4000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_COMM_EV19_01
comm_assemble,,voiceovers/trenches/comm_assemble.mp3,1.6,,,,80,4000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_COMM_ASSEMBLE
train_comm,1,voiceovers/trenches/train_comm_01.mp3,1.6,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_TRAIN_COMM_01
train_comm,2,voiceovers/trenches/train_comm_02.mp3,1.6,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_TRAIN_COMM_02
train_comm,3,voiceovers/trenches/train_comm_03.mp3,1.6,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_TRAIN_COMM_03
train_comm,4,voiceovers/trenches/train_comm_04.mp3,1.6,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_TRAIN_COMM_04
train_comm,5,voiceovers/trenches/train_comm_05.mp3,1.6,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_TRAIN_COMM_05
train_comm,6,voiceovers/trenches/train_comm_06.mp3,1.6,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_TRAIN_COMM_06

#Guard Sergeant Antonov,,,,,,,,,,,,,,,
gs_ant_ev02_01,,voiceovers/trenches/gs_ant_ev02_01.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_GS_ANT_EV02_01
gs_ant_ev09_01,,voiceovers/trenches/gs_ant_ev09_01.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_GS_ANT_EV09_01
gs_ant_ev09_02,,voiceovers/trenches/gs_ant_ev09_02.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_GS_ANT_EV09_02
gs_ant_ev09_03,,voiceovers/trenches/gs_ant_ev09_03.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_GS_ANT_EV09_03
#gs_ant_ev09_04,,voiceovers/trenches/gs_ant_ev09_04.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_GS_ANT_EV09_04
gs_ant_ev13_01,,voiceovers/trenches/gs_ant_ev13_01.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_GS_ANT_EV13_01
gs_ant_ev14_01,,voiceovers/trenches/gs_ant_ev14_01.mp3,2,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_GS_ANT_EV14_01
gs_ant_ev14_02,,voiceovers/trenches/gs_ant_ev14_02.mp3,2,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_GS_ANT_EV14_02
antonov_neworders,,voiceovers/trenches/antonov_neworders.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANTONOV_NEWORDERS
antonov_find_spot,,voiceovers/trenches/antonov_find_spot.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANTONOV_FIND_SPOT
antonov_keepfiring01,,voiceovers/trenches/antonov_keepfiring01.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANTONOV_KEEPFIRING01
antonov_keepfiring02,,voiceovers/trenches/antonov_keepfiring02.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANTONOV_KEEPFIRING02
antonov_keepfiring03,,voiceovers/trenches/antonov_keepfiring03.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANTONOV_KEEPFIRING03
antonov_move_forward,,voiceovers/trenches/antonov_move_forward.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANTONOV_MOVE_FORWARD
antonov_thru_here,,voiceovers/trenches/antonov_thru_here.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANTONOV_THRU_HERE
fire,,voiceovers/trenches/fire.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_FIRE
machineguns,,voiceovers/trenches/machineguns.mp3,1.4,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_MACHINEGUNS








#Misc Troops,,,,,,,,,,,,,,,
misc_troop_ev03_01,,voiceovers/trenches/anon_ev03_01.mp3,1.6,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANON_EV03_01
misc_troop_ev03_02,,voiceovers/trenches/anon_ev03_02.mp3,1.6,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANON_EV03_02
#anon_troop_ev03_03,,voiceovers/trenches/anon_ev03_03.mp3,1.6,,,,500,5000,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANON_EV03_03
#misc_troop_ev05_01,,voiceovers/trenches/misc_troop_ev05_01.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_MISC_TROOP_EV05_01
misc_troop_ev05_02,,voiceovers/trenches/misc_troop_ev05_02.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_MISC_TROOP_EV05_02
misc_troop_ev05_03,,voiceovers/trenches/misc_troop_ev05_03.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_MISC_TROOP_EV05_03
#misc_troop_ev05_04,,voiceovers/trenches/misc_troop_ev05_04.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_MISC_TROOP_EV05_04
#misc_troop_ev08_01,,voiceovers/trenches/misc_troop_ev08_01.wav,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANON_EV08_01
#anon_better,,voiceovers/trenches/anon_better.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANON_BETTER
anon_lookout,,voiceovers/trenches/anon_lookout.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANON_LOOKOUT
coming_back,,voiceovers/trenches/coming_back.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_COMING_BACK
anon_ridge,,voiceovers/trenches/anon_ridge.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANON_RIDGE
anon_inc_panzer,,voiceovers/trenches/anon_inc_panzer.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANON_INC_PANZER
anon_down,,voiceovers/trenches/anon_down.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANON_DOWN
anon_incoming,,voiceovers/trenches/anon_incoming.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANON_INCOMING
anon_driveback,,voiceovers/trenches/anon_driveback.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANON_DRIVEBACK
anon_tankshere,,voiceovers/trenches/anon_tankshere.mp3,1.4,,,,80,2500,voice,streamed,,,,trenches,GMI_SUBTITLES_TRENCHES_ANON_TANKSHERE

#Mass Screams,,,,,,,,,,,,,,,

#bomber,,,,,,,,,,,,,,,
bogies_at_3,,voiceovers/bomber/bogies_at_3.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_BOGEYS_AT_3
me_3,,voiceovers/bomber/me_3.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_ME_3
fighters_on_6,,voiceovers/bomber/fighters_on_6.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_FIGHTERS_ON_6
more_bandits_6,,voiceovers/bomber/more_bandits_6.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_MORE_BANDITS_6
bandits_9,,voiceovers/bomber/bandits_9.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_BANDITS_9
more_bandits_9,,voiceovers/bomber/more_bandits_9.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_MORE_BANDITS_9
mess_12,,voiceovers/bomber/mess_12.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_MESS_12
#crimey,,voiceovers/bomber/crimey.wav,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_CRIMEY
good_shot,1,voiceovers/bomber/good_shot01.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_GOOD_SHOT01
good_shot,2,voiceovers/bomber/good_shot02.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_GOOD_SHOT02
good_shot,3,voiceovers/bomber/good_shot03.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_GOOD_SHOT03
good_shot,4,voiceovers/bomber/good_shot04.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_GOOD_SHOT04
good_shot,5,voiceovers/bomber/good_shot05.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_GOOD_SHOT05
good_shot,6,voiceovers/bomber/good_shot06.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_GOOD_SHOT06
good_shot,7,voiceovers/bomber/good_shot07.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_GOOD_SHOT07


# ball gunner,,,,,,,,,,,,,,,
ball_bomber_down,,voiceovers/bomber/ball_bomber_down.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_BALL_BOMBER_DOWN
ball_fighters_6,,voiceovers/bomber/ball_fighters_6.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_BALL_FIGHTERS_6
ball_ok,,voiceovers/bomber/ball_ok.mp3,1.35,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_BALL_OK
ball_send_back,,voiceovers/bomber/ball_send_back.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_BALL_SEND_BACK
ball_blimey,,voiceovers/bomber/ball_blimey.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_BALL_BLIMEY
ball_dutchgirl,,voiceovers/bomber/ball_dutchgirl.mp3,1.2,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_BALL_DUTCHGIRL




#Bertie radio,,,,,,,,,,,,,,,
bertie_radio_panic,,voiceovers/bomber/bertie_radio_panic.wav,0.55,,,,,,local,streamed,,,,bomber,

#bombadier,,,,,,,,,,,,,,,
bomb_h01_01,,voiceovers/bomber/bomb_h01_01.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_BOMB_H01_01
bomb_h02_01,,voiceovers/bomber/bomb_h02_01.wav,1.4,,,,,,local,,,,,bomber,GMI_SUBTITLES_BOMBER_BOMB_H02_01
bomb_direct_hit,,voiceovers/bomber/bomb_direct_hit.wav,1.4,,,,,,local,,,,,bomber,GMI_SUBTITLES_BOMBER_BOMB_DIRECT_HIT

#copilot,,,,,,,,,,,,,,,
copilot_a02_01,,voiceovers/bomber/copilot_a02_01.mp3,1.2,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_COPILOT_A02_01
copilot_a02_02,,voiceovers/bomber/copilot_a02_02.mp3,1.2,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_COPILOT_A02_02
copilot_b01_01,,voiceovers/bomber/copilot_b01_01.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_COPILOT_B01_01
#copilot_b01_02,,voiceovers/bomber/copilot_b01_02.wav,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_COPILOT_B01_02
copilot_radop_dead,,voiceovers/bomber/copilot_radop_dead.wav,1.4,,,,,,local,,,,,bomber,GMI_SUBTITLES_BOMBER_COPILOT_RADOP_DEAD
copilot_blownoff,,voiceovers/bomber/copilot_blownoff.mp3,1.2,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_COPILOT_BLOWNOFF
copilot_holland,,voiceovers/bomber/copilot_holland.mp3,1.2,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_COPILOT_HOLLAND
copilot_lost_good_man,,voiceovers/bomber/copilot_lost_good_man.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_COPILOT_LOST_GOOD_MAN
copilot_mess_12,,voiceovers/bomber/copilot_mess_12.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_COPILOT_MESS_12
copilot_wanted_more,,voiceovers/bomber/copilot_wanted_more.mp3,1.2,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_COPILOT_WANTED_MORE


#Left waist gunner,,,,,,,,,,,,,,,
#lwaist_b01_01,,voiceovers/bomber/lwaist_b01_01.wav,1.2,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_LWAIST_B01_01
lwaist_dorsal,,voiceovers/bomber/lwaist_dorsal.mp3,1.2,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_LWAIST_DORSAL
lwaist_ok,,voiceovers/bomber/lwaist_ok.mp3,1.2,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_LWAIST_OK
lwaist_sparks_dead,,voiceovers/bomber/lwaist_sparks_dead.wav,1.4,,,,,,local,,,,,bomber,GMI_SUBTITLES_BOMBER_LWAIST_SPARKS_DEAD
lwaist_death,,voiceovers/bomber/lwaist_death.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_LWAIST_DEATH


#misc,,,,,,,,,,,,,,,
misc_flak,1,voiceovers/bomber/misc_flak01.mp3,1.2,,,,,,local,streamed,,,slave,bomber,GMI_SUBTITLES_BOMBER_MISC_FLAK01
misc_flak,2,voiceovers/bomber/misc_flak02.mp3,1.2,,,,,,local,streamed,,,slave,bomber,GMI_SUBTITLES_BOMBER_MISC_FLAK02
misc_flak,3,voiceovers/bomber/misc_flak03.mp3,1.2,,,,,,local,streamed,,,slave,bomber,GMI_SUBTITLES_BOMBER_MISC_FLAK03
misc_flak,4,voiceovers/bomber/misc_flak04.mp3,1.2,,,,,,local,streamed,,,slave,bomber,GMI_SUBTITLES_BOMBER_MISC_FLAK04
misc_flak,5,voiceovers/bomber/misc_flak05.mp3,1.2,,,,,,local,streamed,,,slave,bomber,GMI_SUBTITLES_BOMBER_MISC_FLAK05
misc_flak,6,null.wav,,,,,,,,,,,slave,bomber,

#navigator,,,,,,,,,,,,,,,
nav_a00_01,,voiceovers/bomber/nav_a00_01.mp3,1.2,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_NAV_A00_01
nav_b01_01,,voiceovers/bomber/nav_b01_01.mp3,1.2,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_NAV_B01_01
nav_h01_01,,voiceovers/bomber/nav_h01_01.mp3,1.4,,,,,,local,streamed,,,,bomber,GMI_SUBTITLES_BOMBER_NAV_H01_01
