#B17 Bomb hits,,,,,,,,,,,,,,,,
bomb_hit,1,explosions/explo_distant02.wav,0.8,1.07,0.9,1.1,500000,500000,,,auto,,,,,bomber
bomb_hit,2,explosions/explo_distant04.wav,0.8,1.07,0.9,1.1,500000,500000,,,auto,,,,,bomber
bomb_hit,3,explosions/explo_distant05.wav,0.8,1.07,0.9,1.1,500000,500000,,,auto,,,,,bomber
bomb_hit,4,explosions/explo_distant07.wav,0.8,1.07,0.9,1.1,500000,500000,,,auto,,,,,bomber
bomb_hit,5,explosions/explo_distant08.wav,0.8,1.07,0.9,1.1,500000,500000,,,auto,,,,,bomber
bomb_hit,6,explosions/explo_distant09.wav,0.8,1.07,0.9,1.1,500000,500000,,,auto,,,,,bomber
bomb_hit,7,explosions/explo_distant10.wav,0.8,1.07,0.9,1.1,500000,500000,,,auto,,,,,bomber

#B17 misc,,,,,,,,,,,,,,,,
crank_rotate,,misc/crank_rotate.wav,0.85,,,,100,300,,,,streamed,,looping,,bomber
valve_wheel_turn,,misc/metal_turn_short.wav,0.8,,,,100,300,,,,streamed,,,,bomber
engine_fire_high,,fire/engine_fire.wav,0.5,,,,800,20000,,,,streamed,,looping,,bomber
engine_fire_low,,fire/engine_fire.wav,0,,,,800,20000,,,,streamed,,looping,,bomber

#Distant whistles,,,,,,,,,,,,,,,,
distant_whistle_01,,misc/whistle_blow_rolloff2.wav,0.8,,1.05,,5000,10000,,,,,,,master,trenches foy
distant_whistle_02,,misc/whistle_blow_rolloff2.wav,0.8,,,,5000,10000,,,,,,,master,trenches foy
distant_whistle_03,,misc/whistle_blow_rolloff3.wav,0.7,,1.05,,5000,10000,,,,,,,master,trenches foy


#allied bomb,,,,,,,,,,,,,,,,
allied_bomb,1,explosions/mortar_dirt01.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,bastogne1 bastogne2 noville
allied_bomb,2,explosions/mortar_dirt02.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,bastogne1 bastogne2 noville
allied_bomb,3,explosions/mortar_dirt03.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,bastogne1 bastogne2 noville
allied_bomb,4,explosions/mortar_dirt04.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,bastogne1 bastogne2 noville
allied_bomb,5,explosions/mortar_dirt05.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,bastogne1 bastogne2 noville

#Stuka Bomb,,,,,,,,,,,,,,,,
stuka_bomb,1,explosions/mortar_dirt01.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,kharkov1 kursk2 trenches
stuka_bomb,2,explosions/mortar_dirt02.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,kharkov1 kursk2 trenches
stuka_bomb,3,explosions/mortar_dirt03.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,kharkov1 kursk2 trenches
stuka_bomb,4,explosions/mortar_dirt04.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,kharkov1 kursk2 trenches
stuka_bomb,5,explosions/mortar_dirt05.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,kharkov1 kursk2 trenches
stuka_bomb,1,explosions/mortar_dirt01.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,kharkov2
stuka_bomb,2,explosions/mortar_dirt02.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,kharkov2
stuka_bomb,3,explosions/mortar_dirt03.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,kharkov2
stuka_bomb,4,explosions/mortar_dirt04.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,kharkov2
stuka_bomb,5,explosions/mortar_dirt05.wav,0.9,1.2,0.8,1.2,2000,12000,,,voice,,,,,kharkov2
stuka_bomb,6,null.wav,,,,,2000,12000,,,voice,,4,,,kharkov2

#Metal Explosions,,,,,,,,,,,,,,,,
explo_metal_rand,1,explosions/explo_metal01.wav,1.5,1.5,0.8,1.1,800,8500,,,voice,,,,,! sicily2 menu game_main
explo_metal_rand,2,explosions/explo_metal02.wav,1.5,1.5,0.8,1.1,800,8500,,,voice,,,,,! sicily2 menu game_main
#explo_metal_rand,1,explosions/bomber_explode01.wav,1.7,,1,,3000,17000,,,voice,,,,,sicily2
#explo_metal_rand,2,explosions/bomber_explode01.wav,1.7,,1,,3000,17000,,,voice,,,,,sicily2
explo_metal_rand,1,explosions/explo_metal01.wav,1.5,,1,,2000,12000,,,voice,,,,,sicily2
explo_metal_rand,2,explosions/explo_metal02.wav,1.5,,1,,2000,12000,,,voice,,,,,sicily2

#Radio Explosions,,,,,,,,,,,,,,,,
radio_explode,1,explosions/radio_explode01.wav,1.2,1.35,0.9,1.1,100,1000,,,voice,,,,,sicily1
radio_explode,2,explosions/radio_explode02.wav,1.2,1.35,0.9,1.1,100,1000,,,voice,,,,,sicily1

#dirt fall,,,,,,,,,,,,,,,,
dirt_fall,1,misc/dirt_fall01.wav,1.25,1.5,0.9,1.1,200,800,,,,,,,,bastogne1 foy noville trenches
dirt_fall,2,misc/dirt_fall02.wav,1.25,1.5,0.9,1.1,200,800,,,,,,,,bastogne1 foy noville trenches
dirt_fall,3,misc/dirt_fall03.wav,1.25,1.5,0.9,1.1,200,800,,,,,,,,bastogne1 foy noville trenches
dirt_fall,4,misc/dirt_fall04.wav,1.25,1.5,0.9,1.1,200,800,,,,,,,,bastogne1 foy noville trenches
#dirt_fall,5,null.wav,,,,,100,600,,,,,,,,bastogne1 foy noville trenches


#fatigue breath,,,,,,,,,,,,,,,,
fatigue_breath,1,misc/fatigue/fatigue_breath01.wav,1,1.2,,,50,1000,,,item,,,,,
fatigue_breath,2,misc/fatigue/fatigue_breath02.wav,1,1.2,,,50,1000,,,item,,,,,
fatigue_breath,3,misc/fatigue/fatigue_breath03.wav,1,1.2,,,50,1000,,,item,,,,,
fatigue_breath,4,misc/fatigue/fatigue_breath04.wav,1,1.2,,,50,1000,,,item,,,,,

#Sprint Gear Rattle Sounds,,,,,,,,,,,,,,,,
gear_rattle_sprint,1,misc/gear_rattle03.wav,0.9,1.25,1.2,1.4,120,1200,,,auto,,,,,
gear_rattle_sprint,2,misc/gear_rattle05.wav,0.9,1.25,1.2,1.4,120,1200,,,auto,,,,,
gear_rattle_sprint,3,misc/gear_rattle02.wav,0.9,1.25,1.2,1.4,120,1200,,,auto,,,,,
gear_rattle_sprint,4,null.wav,0.9,1.25,1.2,1.4,120,1200,,,auto,,3,,,

#Misc Foley,,,,,,,,,,,,,,,,
foley_scramble,1,misc/foley_scramble01.wav,1.25,1.5,0.85,1.05,300,1000,,,body,,,,,trenches
foley_scramble,2,misc/foley_scramble02.wav,1.25,1.5,0.85,1.05,300,1000,,,body,,,,,trenches
foley_scramble,3,misc/foley_scramble03.wav,1.25,1.5,0.85,1.05,300,1000,,,body,,,,,trenches
foley_land,1,misc/foley_land01.wav,1.25,1.5,0.85,1.05,300,1000,,,body,,,,,trenches
foley_land,2,misc/foley_land02.wav,1.25,1.5,0.85,1.05,300,1000,,,body,,,,,trenches
foley_land,3,misc/foley_land03.wav,1.25,1.5,0.85,1.05,300,1000,,,body,,,,,trenches
foley_mg34_deploy,,weapons/mg34/mg34_deploy.wav,1,,,,100,2500,,,auto,,,,,foy
troops_running,,misc/troops_running.mp3,1.5,,,,300,1000,,,auto,streamed,,looping,,trenches
Pissing_Guy,,misc/german_pissing.wav,0.67,0.67,,,400,2000,,,,,,looping,,trainbridge
drop_from_tree,,misc/release_and_drop_from_tree.mp3,1,,,,200,1000,,,auto,streamed,,,,trainbridge


#Misc rattles,,,,,,,,,,,,,,,,
big_shake,1,misc/big_shake01.wav,0.9,1.1,0.85,1.1,,,,,local,streamed,,,,bomber
big_shake,2,misc/big_shake02.wav,0.9,1.1,0.85,1.1,,,,,local,streamed,,,,bomber
big_shake,3,misc/big_shake02.wav,0.9,1.1,0.85,1.1,,,,,local,streamed,,,,bomber
medium_shake,1,misc/med_shake01.wav,0.9,1.1,0.85,1.1,,,,,local,streamed,,,,bomber
medium_shake,2,misc/med_shake02.wav,0.9,1.1,0.85,1.1,,,,,local,streamed,,,,bomber
medium_shake,3,misc/med_shake03.wav,0.9,1.1,0.85,1.1,,,,,local,streamed,,,,bomber
super_shake,1,misc/big_shake01.wav,1.4,1.6,0.85,1.1,,,,,local,streamed,,,,bomber
super_shake,2,misc/big_shake02.wav,1.4,1.6,0.85,1.1,,,,,local,streamed,,,,bomber
super_shake,3,misc/big_shake02.wav,1.4,1.6,0.85,1.1,,,,,local,streamed,,,,bomber
damage_shake_high,,misc/damage_shake_loop.wav,0.85,,,,700,900,,,auto,streamed,,looping,,bomber
damage_shake_low,,misc/damage_shake_loop.wav,0,,,,700,900,,,auto,streamed,,looping,,bomber

#misc crashes,,,,,,,,,,,,,,,,
bunker_cavein,,misc/big_wood_dirt_cavein.wav,1.5,,,,300,2000,,,,,,,,trenches
stone_wood_crash,1,misc/stone_wood_crash01.wav,1,,,,750,4000,,,auto,,,,,foy
stone_wood_crash,2,misc/stone_wood_crash02.wav,1,,,,750,4000,,,auto,,,,,foy
house_collapse,,misc/house_collapse.wav,1.3,,,,800,1800,,,auto,streamed,,,,foy foy_sg
metal_break,1,misc/metal_break01.wav,1,1.2,,,50,3500,,,auto,,,,,bomber
metal_break,2,misc/metal_break02.wav,1,1.2,,,50,3500,,,auto,,,,,bomber
metal_break,3,misc/metal_break03.wav,1,1.2,,,50,3500,,,auto,,,,,bomber
wood_crash,1,vehicles/crashes/wood_crash01.wav,1.7,,0.9,1.05,2500,3600,,,auto,,,,,trainbridge
wood_crash,2,vehicles/crashes/wood_crash02.wav,1.7,,0.9,1.05,2500,3600,,,auto,,,,,trainbridge
#Tank_gate_breakthrough,,misc/tank_break_gate.wav,1.25,1.25,0.9,1.05,1200,3600,,,auto,,,,,trainbridge
big_stone_crash,1,misc/big_stone_crash01.wav,1,1.4,0.9,1.1,600,6000,,,auto,,,,,kharkov1 kharkov2
big_stone_crash,2,misc/big_stone_crash02.wav,1,1.4,0.9,1.1,600,6000,,,auto,,,,,kharkov1 kharkov2
big_stone_crash,3,misc/big_stone_crash03.wav,1,1.4,0.9,1.1,600,6000,,,auto,,,,,kharkov1 kharkov2
big_stone_crash,1,misc/big_stone_crash01.wav,1.1,,0.7,,600,10000,,,auto,,,,,sicily1
big_stone_crash,2,misc/big_stone_crash02.wav,1.1,,0.7,,600,10000,,,auto,,,,,sicily1
big_stone_crash,3,misc/big_stone_crash03.wav,1.1,,0.7,,600,10000,,,auto,,,,,sicily1
long_stone_crash,,misc/long_stone_crash.wav,1.3,,,,600,6000,,,auto,streamed,,,,kharkov1 kharkov2
long_stone_crash,,misc/long_stone_crash02.mp3,1.45,,,,600,10000,,,auto,streamed,,,,sicily1
table_crash,,misc/table_crash01.wav,1.6,,,,50,1500,,,auto,streamed,,,,foy
lantern_crash,,glass/glass05.wav,1.5,,1.1,,200,2000,,,auto,streamed,,,,foy
chicken_crate_smash,1,vehicles/crashes/chicken_crate_smash01.wav,1.25,1.25,0.9,1.05,2500,3600,,,auto,,,,,sicily2
chicken_crate_smash,2,vehicles/crashes/chicken_crate_smash02.wav,1.25,1.25,0.9,1.05,2500,3600,,,auto,,,,,sicily2
chicken_crate_smash,3,vehicles/crashes/chicken_crate_smash03.wav,1.25,1.25,0.9,1.05,2500,3600,,,auto,,,,,sicily2
fence_crash,,vehicles/crashes/wood_crash02.wav,1.25,1.25,0.9,1.05,2500,3600,,,auto,,,,,sicily2
boarded_window_kick,,doors/door_wd_kick.wav,1.5,1.5,0.9,1.1,350,2000,,,auto,,,,,sicily2


#misc explosions,,,,,,,,,,,,,,,,
explode_bunker,,explosions/explo_bridge.wav,1.5,1.5,,,5000,,,,auto,,,,master,trenches
explo_tower01,,explosions/explo_rock02.wav,1.5,,,,750,6000,,,voice,,,,,foy
explo_bldg01,,explosions/explo_rock01.wav,1.5,,,,750,6000,,,voice,,,,,foy
explo_bldg02,,explosions/building_explode02.wav,1.7,,,,1200,8000,,,voice,,,,master,kharkov2
glass_building_explode,,explosions/glass_building_explode.wav,1.6,,,,2000,10000,,,voice,,,,master,kharkov2

#misc debris,,,,,,,,,,,,,,,,
stone_debris,1,misc/stone_debris01.wav,1,,,,750,4000,,,auto,,,,,foy
stone_debris,2,misc/stone_debris02.wav,1,,,,750,4000,,,auto,,,,,foy
stone_debris,3,misc/stone_debris03.wav,1,,,,750,4000,,,auto,,,,,foy
more_stone_debris,1,misc/stone_debris01.wav,1.4,1.7,0.9,1.1,750,4000,,,auto,,,,,foy
more_stone_debris,2,misc/stone_debris02.wav,1.4,1.7,0.9,1.1,750,4000,,,auto,,,,,foy
more_stone_debris,3,misc/stone_debris03.wav,1.4,1.7,0.9,1.1,750,4000,,,auto,,,,,foy

#Vehicles,,,,,,,,,,,,,,,,
player_truck_move,,vehicles/player_truck_move.wav,1,,,,,,,,local,streamed,,looping,,
car_door_close_loud,,vehicles/car_door_close.wav,1,1,,,45,1000,,,,,,,,trainbridge
fishing_boat_ride,,vehicles/fishing_boat_ride.mp3,1.25,,,,,,,,local,streamed,,,,sicily1
truck_out_of_gas,,vehicles/truck_out_of_gas.mp3,0.7,,,,100,500,,,auto,streamed,,,,sicily1

#Barrage ,,,,,,,,,,,,,,,,
distant_barrage_long,,explosions/distant_barrage_long01.wav,2,,,,,,,,local,streamed,,,,trenches
distant_barrage_short,,explosions/distant_barrage_short01.wav,1.5,,,,,,,,local,streamed,,,,trenches

#Stalin Artillery Barrage,,,,,,,,,,,,,,,,
Stalingrad_Artillery_Launch,,explosions/artillery_launch.wav,1.25,1.25,,,5000000,5000000,,,announcer,streamed,,,master,kursk2

#Weather,,,,,,,,,,,,,,,,
rain,,weather/rain01.wav,1,,,,,,,,local,streamed,,looping,,
rain_puddle,,weather/rain_puddle01.wav,0.9,,,,50,200,,,,streamed,,looping,,
rain_local,,weather/rain01.wav,0.75,,,,50,200,,,,streamed,,looping,,
#rain_local,,weather/rain_local01.wav,1,,,,50,300,,,,,,looping,,
rain_gutter,,weather/rain_puddle01.wav,1,,,,50,200,,,,streamed,,looping,,! Trenches
rain_gutter,,weather/rain_puddle01.wav,1,,,,50,500,,,,streamed,,looping,,trenches
rain_metal,,weather/rain_metal.wav,1.25,,,,50,400,,,,streamed,,looping,,
rain_metal_wide,,weather/rain_metal.wav,1.25,,,,200,600,,,,streamed,,looping,,
rain_netting,,weather/rain_netting.wav,1.25,,,,200,400,,,,streamed,,looping,,
rain_trickle,,weather/rain_trickle.wav,1.4,,,,50,300,,,,streamed,,looping,,
bomber_wind01,,weather/bomber_wind01.wav,1,,,,75,150,,,,streamed,,looping,,
bomber_wind02,,weather/bomber_wind01.wav,0.65,,,,200,250,,,,streamed,,looping,,
#bomber_wind03_low,,weather/bomber_wind03.wav,0,,,,75,175,,,,streamed,,looping,,bomber
#bomber_wind03_high,,weather/bomber_wind03.wav,1.1,,,,75,175,,,,streamed,,looping,,bomber
bomber_wind03_low,,weather/bomber_wind03_rattles.wav,0,,,,150,500,,,,streamed,,looping,,bomber
bomber_wind03_high,,weather/bomber_wind03_rattles.wav,1.1,,,,150,500,,,,streamed,,looping,,bomber
#bombay_wind_high,,weather/bomber_wind01.wav,1.25,,,,200,500,,,voice,streamed,,looping,,
#bombay_wind_low,,weather/bomber_wind01.wav,0,,,,200,500,,,voice,streamed,,looping,,
bombay_wind_low,,weather/bomber_wind01.wav,0,,,,200,500,,,auto,streamed,,looping,0.8,
bombay_wind_high,,weather/bomber_wind01.wav,1.15,,,,200,500,,,auto,streamed,,looping,0.8,
tail_damage_low,,weather/bomber_wind03.wav,0,,0.75,,75,175,,,,streamed,,looping,,bomber
tail_damage_high,,weather/bomber_wind03.wav,0.8,,1,,75,175,,,,streamed,,looping,,bomber
waist_damage_low,,weather/bomber_wind03.wav,0,,1.1,,75,175,,,,streamed,,looping,,bomber
waist_damage_high,,weather/bomber_wind03.wav,0.8,,1.2,,75,175,,,,streamed,,looping,,bomber


#Misc radio,,,,,,,,,,,,,,,,
russian_radio01,,misc/ru_radio_loop.wav,1.5,,,,100,600,,,,streamed,,looping,,trenches
radio_bruckner,,music/radio_bruckner_2.wav,1.05,,,,100,1500,,,voice,streamed,,looping,,sicily1
radio_german,,mp/radio_german01.mp3,0.7,,,,10,1500,,,auto,streamed,,looping,,trainbridge
radio_german,,mp/radio_german01.mp3,0.4,,,,100,500,,,auto,streamed,,looping,,foy
german_radio,,misc/amb_radio_loop.wav,0.8,0.8,,,12,450,,,,streamed,,looping,,game_uo
german_radio_pathfinder,,misc/radio_static_loop.wav,0.75,0.75,,,5,1250,,,,streamed,,looping,,game_uo
radio_static,,misc/radio_static_loop.wav,0.85,0.85,,,12,450,,,,streamed,,looping,,game_uo
phonograph_chopin,,music/chopin_record.mp3,0.5,,,,100,4000,,,voice,streamed,,,,trainbridge

#Trenches,,,,,,,,,,,,,,,,
#vehicles,,,,,,,,,,,,,,,,
big_stuka_crash01,,vehicles/crashes/big_stuka_crash01.mp3,1.8,,,,100000,,,,voice,streamed,,,master,trenches
big_stuka_crash02,,vehicles/crashes/big_stuka_crash02.mp3,1.8,,,,100000,,,,voice,streamed,,,mater,trenches
trenches_flyover01,,vehicles/stuka_by_new01.wav,1.25,,,,100000,,,,auto,streamed,,,0.5,trenches
trenches_flyover02,,vehicles/stuka_by04.wav,1.25,,,,100000,,,,auto,streamed,,,0.5,trenches



#Fires,,,,,,,,,,,,,,,,
truckfire,,fire/Fire_med_loop01.wav,0.95,,,,10,700,,,auto,streamed,,looping,,game_uo
truckfire_high,,fire/Fire_med_loop01.wav,0.95,,,,10,700,,,auto,streamed,,looping,,game_uo
truckfire_low,,fire/Fire_med_loop01.wav,0,,,,10,700,,,auto,streamed,,looping,,game_uo
